Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
Trail Software Inc.,https://app.gusto.com/panda/companies/7757616923553311,South Carolina State Unemployment Insurance Tax,SC0000-010,"-$14,000.00","-$34,102.55",-$88.33,"$14,000.00","$34,102.55",$88.33,$88.33,"Wage correction for EE Andrew Howell's whose work address was incorrectly reported for TN instead of SC Case Number: 03157618 (connie.appiah@gusto.com at Jul 08, 2019 at 10:26 AM)",2019143654.4236111111SC0000-0107757616923553311,7/5/2019,2019 1,Tier 2,"$28,000.00","$68,205.10",$176.66,Investigate,SW increase,"Administrative error, employee payroll was not included on the original return",SC0000-010,Paper,Helper,12/9/2019,,12/13/2019,Done,No,Yes,No Original - Refunded pending payment ,State Tax,Ben,23.0
Trail Software Inc.,https://app.gusto.com/panda/companies/7757616923553311,Tennessee State Unemployment Insurance Premiums,TN0000-010,"$283,390.48","$687,173.39","$7,651.58","$269,390.48","$618,968.29","$7,273.58",$0.00,"Wage correction for EE Andrew Howell's whose work address was incorrectly reported for TN instead of SC Case Number: 03157618 (connie.appiah@gusto.com at Jul 08, 2019 at 10:26 AM)",2019143654.4236111111TN0000-0107757616923553311,7/5/2019,2019 1,Tier 1,"-$14,000.00","-$68,205.10",-$378.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",TN0000-010,Paper,Ryan,12/2/2019,,12/6/2019,Done,No,No,Employee was mistakenly listed as living/working in incorrect state.,State Tax,,22.0
Transportant Inc,https://app.gusto.com/panda/companies/7757616923783617,Missouri Unemployment Insurance Tax,MO0000-010,"$26,250.00","$183,461.35",$623.70,"$26,250.00","$195,461.35",$623.70,$0.00,"Marking company's Q2 2019 filings for an amendment to account for backing out $10,000 in wages for Employee Andy Vaughn (stephanie.starr@gusto.com at Sep 16, 2019 at  1:32 PM)",2019243720.4319444444MO0000-0107757616923783617,9/6/2019,2019 2,Tier 1,$0.00,"$12,000.00",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-010,Paper,Baker,12/9/2019,,12/11/2019,Done,No,No,sent 12/13,Reversal,,13.0
Transportant Inc,https://app.gusto.com/panda/companies/7757616923783617,Missouri Withholding Tax,MO0000-001,"$183,461.35","$183,461.35","$8,104.00","$195,461.35","$195,461.35","$8,612.00",$0.00,"Marking company's Q2 2019 filings for an amendment to account for backing out $10,000 in wages for Employee Andy Vaughn (stephanie.starr@gusto.com at Sep 16, 2019 at  1:32 PM)",2019243720.4319444444MO0000-0017757616923783617,9/6/2019,2019 2,Tier 3,"$12,000.00","$12,000.00",$508.00,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MO0000-001,Conga,,,,,,,,,,,
Transportant Inc,https://app.gusto.com/panda/companies/7757616923783617,Withholding tax for Kansas City,MO0001-001,"$183,461.35","$183,461.35","$1,834.62","$195,461.35","$195,461.35","$1,954.62",$0.00,"Marking company's Q2 2019 filings for an amendment to account for backing out $10,000 in wages for Employee Andy Vaughn (stephanie.starr@gusto.com at Sep 16, 2019 at  1:32 PM)",2019243720.4319444444MO0001-0017757616923783617,9/6/2019,2019 2,Tier 2,"$12,000.00","$12,000.00",$120.00,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",MO0001-001,Manual,,,,,,,,,,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,"Washington, D.C. Withholding Tax",DC0000-001,"$60,477.62","$60,477.62","$1,989.00","$28,109.34","$28,109.34","$1,989.00",$0.00,"SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. NC returns need to be amended to remove her wages. Please do NOT amend DC UI which has already been corrected outside the system with the state. (kelilani.johnson@gusto.com at Sep 18, 2019 at  1:12 PM)",2019143726.4479166667DC0000-0017757616923534537,9/13/2019,2019 1,Tier 2,"-$32,368.28","-$32,368.28",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",DC0000-001,Manual,,,,,,,,,,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,DC Admin. Funding Assessment,DC0000-128,"$19,565.86","$86,627.00",$39.13,"$27,000.00","$94,127.00",$54.00,$0.00,"SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. NC returns need to be amended to remove her wages. Please do NOT amend DC UI which has already been corrected outside the system with the state. (kelilani.johnson@gusto.com at Sep 18, 2019 at  1:12 PM)",2019143726.4479166667DC0000-0107757616923534537,9/13/2019,2019 1,Tier 1,"$7,434.14","$7,500.00",$14.87,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",DC0000-010,Hand Key,Ryan,12/9/2019,,,Done,No,Yes,SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. Please do NOT amend DC UI which has already been corrected outside the system with the state.,State Tax,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,North Carolina State Tax,NC0000-001,"$7,434.14","$7,434.14",$342.00,"$39,802.42","$39,802.42",$342.00,$0.00,"SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. NC returns need to be amended to remove her wages. Please do NOT amend DC UI which has already been corrected outside the system with the state. (kelilani.johnson@gusto.com at Sep 18, 2019 at  1:12 PM)",2019143726.4479166667NC0000-0017757616923534537,9/13/2019,2019 1,Tier 3,"$32,368.28","$32,368.28",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-001,Paper,Baker,12/9/2019,,12/12/2019,Done,No,Yes,no tax change,,,12.0
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,"Washington, D.C. Unemployment Insurance Tax",DC0000-010,"$19,565.86","$86,627.00",$528.28,"$27,000.00","$94,127.00",$729.00,$0.00,"SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. NC returns need to be amended to remove her wages. Please do NOT amend DC UI which has already been corrected outside the system with the state. (kelilani.johnson@gusto.com at Sep 18, 2019 at  1:12 PM)",2019143726.4479166667DC0000-0107757616923534537,9/13/2019,2019 1,Tier 1,"$7,434.14","$7,500.00",$200.72,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",DC0000-010,Hand Key,Ryan,12/9/2019,,,Done,No,Yes,SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. Please do NOT amend DC UI which has already been corrected outside the system with the state.,State Tax,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,North Carolina State Unemployment Tax,NC0000-010,"$7,434.14","$7,434.14",$74.34,$0.00,$0.00,$0.00,$0.00,"SFDC#03508900 Employee Lauren under wrong addresses in beginning of Q1 2019. NC returns need to be amended to remove her wages. Please do NOT amend DC UI which has already been corrected outside the system with the state. (kelilani.johnson@gusto.com at Sep 18, 2019 at  1:12 PM)",2019143726.4479166667NC0000-0107757616923534537,9/13/2019,2019 1,Tier 1,"-$7,434.14","-$7,434.14",-$74.34,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NC0000-010,Paper,Ben,12/9/2019,,,"In Progress,Need Import",No,No,MT- RTS?,State Tax,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,North Carolina State Tax,NC0000-001,"$26,368.94","$26,368.94","$1,355.00","$36,770.15","$36,770.15","$1,355.00",$0.00,,2019243726.45NC0000-0017757616923534537,9/13/2019,2019 2,Tier 3,"$10,401.21","$10,401.21",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",NC0000-001,Paper,Baker,12/9/2019,,12/12/2019,Done,No,Yes,no tax change,,,12.0
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,"Washington, D.C. Withholding Tax",DC0000-001,"$33,650.11","$33,650.11","$2,048.00","$23,248.90","$23,248.90","$1,642.00",$0.00,,2019243726.45DC0000-0017757616923534537,9/13/2019,2019 2,Tier 2,"-$10,401.21","-$10,401.21",-$406.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",DC0000-001,Manual,,,,,,,,,,,
Travelator Inc,https://app.gusto.com/panda/companies/7757616923534537,DC Paid Family Leave - Employer,DC0000-035,"$12,500.00","$12,500.00",$77.50,"$84,947.00","$62,500.00",$526.68,$0.00,,#N/A,9/13/2019,2019 2,Tier 3,"$72,447.00","$50,000.00",$449.18,Yes,SW increase,"Administrative error, employee payroll was not included on the original return",#N/A,Manual,,,,,,,,,,,
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,"Washington, D.C. Withholding Tax",DC0000-001,"$13,461.56","$13,461.56","$1,127.00","$9,615.40","$9,615.40",$805.00,$0.00,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",2019243685.4361111111DC0000-0017757616923586874,8/2/2019,2019 2,Tier 2,"-$3,846.16","-$3,846.16",-$322.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",DC0000-001,Manual,,,,,,,,,,,
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,DC Admin. Funding Assessment,DC0000-128,$0.00,"$13,461.56",$0.00,$0.00,"$11,538.48",$0.00,$0.00,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",2019243685.4361111111DC0000-0107757616923586874,8/2/2019,2019 2,Tier 1,$0.00,"-$1,923.08",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",DC0000-010,Hand Key,Sonia,12/9/2019,,12/10/2019,Done,No,No,,State Tax,,18.0
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,DC Paid Family Leave - Employer,DC0000-035,"$13,461.56","$13,461.56",$83.46,"$1,923.08","$1,923.08",$11.92,$0.00,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",#N/A,8/2/2019,2019 2,Tier 3,"-$11,538.48","-$11,538.48",-$71.54,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",#N/A,Manual,,,,,,,,,,,
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,"Washington, D.C. Unemployment Insurance Tax",DC0000-010,$0.00,"$13,461.56",$0.00,$0.00,"$11,538.48",$0.00,$0.00,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",2019243685.4361111111DC0000-0107757616923586874,8/2/2019,2019 2,Tier 1,$0.00,"-$1,923.08",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",DC0000-010,Hand Key,Sonia,12/9/2019,,12/10/2019,Done,No,No,hand keyed on 12/10,State Tax,,18.0
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,Cleveland Heights City Tax,OH1093-001,$0.00,$0.00,$0.00,"$1,923.08","$1,923.08",$43.27,$43.27,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",2019243685.4361111111OH9997-0017757616923586874,8/2/2019,2019 2,Tier 4,"$1,923.08","$1,923.08",$43.27,No,SW increase,"Administrative error, employee payroll was not included on the original return",OH9997-001,Manual,Maggie,12/2/2019,,12/6/2019,Done,Yes,No,9171999991703947924612,State Tax,,18.0
TRE Legal Practice,https://app.gusto.com/panda/companies/7757616923586874,Cleveland Heights City Tax,OH1093-001R,$0.00,$0.00,$0.00,"$1,923.08","$1,923.08",$43.27,$43.27,"Marking Q2 2019 company filings for amendment to account for employee Albert Elia moved from DC to Ohio effective 6/1/19. Backed out DC wages/taxes for Albert from 6/1/19 to end of Q2 and relocated them to Ohio.  (stephanie.starr@gusto.com at Aug 08, 2019 at 12:33 PM)",2019243685.4361111111OH9997-0017757616923586874,8/2/2019,2019 2,Tier 4,"$1,923.08","$1,923.08",$43.27,No,SW increase,"Administrative error, employee payroll was not included on the original return",OH9997-001,Manual,Maggie,12/2/2019,,12/6/2019,Done,Yes,No,9171999991703947924612,State Tax,,18.0
Tri Codon Health LLC,https://app.gusto.com/panda/companies/7757616923562278,Virginia Income Tax,VA0000-001,"$28,388.01","$28,388.01","$1,448.91","$1,500.00","$1,500.00",$10.35,$0.00,"Requesting amendments for Quarter 1 2019 due to employee Richard Urbina actually residing and working within Texas instead of #03307688. (danielle.bennett@gusto.com at Jul 23, 2019 at  7:01 AM)",2019143668.3645833333VA0000-0017757616923562278,7/19/2019,2019 1,Tier 2,"-$26,888.01","-$26,888.01","-$1,438.56",Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",VA0000-001,Hand Key,Ben,12/2/2019,,12/6/2019,Done,No,Yes,No Original File,State Tax,,20.0
Tri Codon Health LLC,https://app.gusto.com/panda/companies/7757616923562278,Virginia Unemployment Insurance Tax,VA0000-010,"$9,500.00","$31,125.00",$10.45,"$1,500.00","$1,500.00",$1.65,$0.00,"Requesting amendments for Quarter 1 2019 due to employee Richard Urbina actually residing and working within Texas instead of #03307688. (danielle.bennett@gusto.com at Jul 23, 2019 at  7:01 AM)",2019143668.3645833333VA0000-0107757616923562278,7/19/2019,2019 1,Tier 1,"-$8,000.00","-$29,625.00",-$8.80,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",VA0000-010,Paper,Logan,12/9/2019,,12/10/2019,Done,No,No,"-$8,000.00 to TX, from VA.",Reversal,,20.0
"Tri-Unity Infusion Services, LLC",https://app.gusto.com/panda/companies/7757616923694440,Indiana State Withholding Tax,IN0000-001,"$67,353.18","$67,353.18","$2,151.29","$66,865.61","$66,865.61","$2,151.29",$0.00,,2019143605.3604166667IN0000-0017757616923694440,5/17/2019,2019 1,Tier 1,-$487.57,-$487.57,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",IN0000-001,Manual,,,,,,,,,,,
"Tri-Unity Infusion Services, LLC",https://app.gusto.com/panda/companies/7757616923694440,Michigan Obligation Assessment Tax,MI0000-129,"$45,000.00","$161,177.05",$522.00,"$45,000.00","$160,401.39",$522.00,$0.00,,2019143605.3604166667MI0000-0107757616923694440,5/17/2019,2019 1,Tier 1,$0.00,-$775.66,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",MI0000-010,Hand Key,,,,,,,,,,,
"Tri-Unity Infusion Services, LLC",https://app.gusto.com/panda/companies/7757616923694440,Michigan State Unemployment Tax,MI0000-010,"$45,000.00","$161,177.05","$1,214.99","$45,000.00","$160,401.39","$1,214.99",$0.00,,2019143605.3604166667MI0000-0107757616923694440,5/17/2019,2019 1,Tier 1,$0.00,-$775.66,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",MI0000-010,Hand Key,,,,,,,,,,,
"Tri-Unity Infusion Services, LLC",https://app.gusto.com/panda/companies/7757616923694440,Lake County Tax,IN9002-001,"$42,542.29","$42,542.29",$638.15,"$42,238.54","$42,238.54",$638.15,$0.00,,2019143605.3604166667IN0000-0017757616923694440,5/17/2019,2019 1,Tier 1,-$303.75,-$303.75,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",IN0000-001,Manual,,,,,,,,,,,
"Tri-Unity Infusion Services, LLC",https://app.gusto.com/panda/companies/7757616923694440,LaPorte County Tax,IN0046-001,"$24,810.89","$24,810.89",$221.39,"$24,627.07","$24,627.07",$221.39,$0.00,,2019143605.3604166667IN0000-0017757616923694440,5/17/2019,2019 1,Tier 1,-$183.82,-$183.82,$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",IN0000-001,Manual,,,,,,,,,,,
"TRIO, Inc.",https://app.gusto.com/panda/companies/7757616923711668,Colorado State Unemployment Insurance Tax,CO0000-010,"$677,824.16","$990,090.57","$6,371.58","$677,824.16","$990,623.09","$6,371.58",$0.00,,2019143599.6506944444CO0000-0107757616923711668,5/10/2019,2019 1,Tier 2,$0.00,$532.52,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0000-010,Manual,Helper,12/9/2019,,,,,,,,,
"TRIO, Inc.",https://app.gusto.com/panda/companies/7757616923711668,Colorado State Withholding Tax,CO0000-001,"$971,852.01","$971,852.01","$37,734.00","$972,384.53","$972,384.53","$37,734.00",$0.00,,2019143599.6506944444CO0000-0017757616923711668,5/10/2019,2019 1,Tier 1,$532.52,$532.52,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0000-001,Conga,,,,,,,,,,,
"Tripshot, Inc.",https://app.gusto.com/panda/companies/7757616923531146,OR Special Payroll Tax Offset,OR0000-133,"$110,297.20","$118,280.58",$99.31,$0.00,$0.00,$0.00,$0.00,"Employee Cyd Wise had imputed wages added in error. Performed correction to backout the excess imputed wages and marked for amendment to report this appropriately. SF: 03128783  (tracey.hoel@gusto.com at Jun 21, 2019 at  7:57 AM)",2019143637.3270833333OR0000-9007757616923531146,6/21/2019,2019 1,Tier 2,"-$110,297.20","-$118,280.58",-$99.31,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,No,No,,Reversal,,24.0
"Tripshot, Inc.",https://app.gusto.com/panda/companies/7757616923531146,Trimet Excise Tax,OR0101-134,"$123,089.16","$123,089.16",$937.97,"$120,389.16","$120,389.16",$917.45,$0.00,"Employee Cyd Wise had imputed wages added in error. Performed correction to backout the excess imputed wages and marked for amendment to report this appropriately. SF: 03128783  (tracey.hoel@gusto.com at Jun 21, 2019 at  7:57 AM)",2019143637.3270833333OR0000-9007757616923531146,6/21/2019,2019 1,Tier 2,"-$2,700.00","-$2,700.00",-$20.52,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,No,No,,Reversal,,24.0
"Tripshot, Inc.",https://app.gusto.com/panda/companies/7757616923531146,Oregon State Withholding Tax,OR0000-001,"$105,419.58","$105,419.58","$7,635.00","$102,719.58","$102,719.58","$7,635.00",$0.00,"Employee Cyd Wise had imputed wages added in error. Performed correction to backout the excess imputed wages and marked for amendment to report this appropriately. SF: 03128783  (tracey.hoel@gusto.com at Jun 21, 2019 at  7:57 AM)",2019143637.3270833333OR0000-9007757616923531146,6/21/2019,2019 1,Tier 2,"-$2,700.00","-$2,700.00",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",OR0000-900,Paper,Dan,12/9/2019,,12/12/2019,Done,No,No,,Reversal,,24.0
